Drug,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128
DB01124,-38.51057984,-10.74578751,2.565509667,10.35120417,17.82424862,-4.616067024,-1.089265861,17.17552371,5.999371391,7.993318768,-7.319304867,1.892818005,5.091301909,-24.55085798,0.876072265,7.940651294,17.20498305,-1.336383648,5.111946575,13.43359013,4.595341391,-9.997739204,7.240079577,-3.529441442,-7.489878864,0.05865872,4.513800084,12.94399501,-10.31430752,2.599273809,-0.950075971,1.390031018,12.68219593,-6.258645588,13.07964478,0.309563822,-1.761344052,10.62560967,-16.4290607,3.692287011,-1.6359499,15.27473727,-1.359341241,-4.645204379,2.035398444,-9.985109273,-4.503165072,1.517406029,5.669969949,1.292702356,10.04554182,9.808290326,-4.424019177,8.912011791,-2.035877483,0.842598437,-0.680481611,-8.755582849,-5.110672258,-5.170234821,2.331250343,3.012118618,3.186722521,1.212082648,1.002518616,-2.210301798,2.137618454,4.353665342,-0.572756936,-1.575454207,-1.277690436,1.404987225,1.10148939,0.235077043,0.746995097,-1.014135691,0.256308854,2.270309015,0.045054208,-1.117751948,0.226394952,-0.17333894,-1.130602401,0.7671249,-0.01721783,0.327371947,0.259106829,0.389556097,-0.153757249,0.999871029,-1.321603017,0.386677089,-0.306839432,-0.252923624,-0.45938245,0.327588968,-0.144238212,-0.078515189,0.04151167,0.00855807,0.519336003,-0.209027631,0.179361323,-0.076144476,-0.140101356,0.110801868,-0.200590894,-0.216550527,-0.028242666,-0.034616915,0.017995363,-0.028179054,0.000999641,7.96E-16,-1.50E-15,-2.79E-15,8.02E-17,1.51E-15,1.29E-15,-5.58E-16,1.24E-15,1.17E-15,1.77E-15,2.99E-15,1.28E-17,2.54E-16,-2.13E-15,7.21E-17
DB00423,-35.07493615,-5.608703198,7.550835672,15.56553946,-1.99794028,11.09915126,-13.48386479,-8.924605802,8.46832415,-3.317601341,10.12929273,4.335298843,9.06103804,0.137628014,-12.18109195,-4.097154727,-2.18044702,-5.059241005,-0.169940985,2.134205925,7.581161114,2.789295003,-1.553079863,-7.535666021,-7.867712061,0.428335999,-10.39034345,4.419382631,13.44799919,-2.085442961,-5.600165188,-2.946601902,1.596441036,-4.654490187,1.7434585,-4.026877755,2.276156376,-6.478656509,-5.415046914,-4.071739679,6.15586076,-0.662996734,3.760627241,-1.96610192,2.137443274,-6.146618915,2.318631648,-0.325591444,2.94940359,3.497442193,-0.671255877,-1.355510111,-6.418768636,0.909395276,1.30883253,6.484059652,0.112087807,-4.107611839,-0.637587404,-1.931775377,-1.571617993,-2.703566587,2.343722771,-0.420369518,2.452953838,-1.936399444,0.223106638,-3.38722851,-3.39641876,-0.947771491,0.468146351,-0.570595321,-0.320100778,-0.562248591,-0.301038236,1.170372721,-0.563639285,-0.343357966,-0.568208098,0.25174258,-0.079611516,0.66876499,0.11091922,-0.538308876,-0.17675974,-0.043191422,0.525494536,0.432476342,0.226554714,-0.406427805,-0.65446262,0.219000241,0.109170205,0.068194726,0.017470472,-0.296681952,0.044503089,-0.10123854,-0.163252987,-0.008922726,-0.096454,-0.170412784,-0.209955973,0.054741824,0.113353972,-0.021233245,-0.001870538,-0.050593393,0.201736404,-0.025198476,-0.047536672,0.017851724,5.72E-05,-1.68E-15,-2.04E-15,3.47E-16,-6.57E-16,3.66E-16,7.15E-16,-3.80E-16,-1.22E-15,1.90E-15,7.14E-16,-1.17E-15,-4.08E-16,1.09E-16,4.92E-16,-1.06E-15
DB01380,-2.021309644,18.36763661,6.88516717,-6.705660628,-6.332659904,1.903713961,15.14153613,1.054172077,16.7982356,-2.847496875,6.966838519,11.96964393,8.995760381,5.574968799,-1.366062492,-26.62687161,-0.110425903,-9.956205741,-9.253800513,-3.534557639,3.553054154,-5.425831812,-3.667171343,4.91643281,2.035292392,-5.548007029,-23.09091887,-9.625658633,2.021116286,-4.627325719,7.379214889,8.751908045,3.296656471,3.115973439,-1.3854778,3.419279021,-10.147299,7.035383476,-5.07805591,5.37787499,-11.65944637,-8.610771237,2.587462056,5.567042037,-1.198831463,-0.857562667,7.102880816,0.434966718,-3.736237063,-7.633934484,6.09342047,-2.8211852,0.720650084,-1.494563429,2.250515116,-6.798553065,1.82826896,-2.167560751,0.594712227,5.686510206,0.562522729,-1.005835673,-0.51239082,-1.323440659,-0.3724398,1.114635624,1.012086212,1.582624826,-1.131164455,-1.280626404,-1.303751369,-0.763437586,-1.776108231,-0.501954008,1.242721964,0.733670242,0.736998901,0.695746058,1.394627129,1.01045082,-0.656305775,1.553594687,-0.272874811,-0.378332411,-0.128695132,-0.75488256,0.358539416,1.099914875,0.180074336,0.695669104,0.190584105,0.323626426,-0.088623354,0.010596037,0.879957073,-0.215506131,-0.023657114,-0.241654925,0.283737817,0.435231245,-0.024447357,-0.286027465,-0.318193118,-0.18985063,0.219905199,-0.263200417,-0.066332369,-0.044053697,0.160698682,-0.03317424,0.067422945,-0.043900492,-0.000814119,-1.83E-15,-6.09E-16,6.33E-16,1.22E-16,-1.02E-16,1.30E-16,4.86E-16,3.47E-15,-7.09E-16,8.93E-16,1.43E-15,-1.15E-15,-3.77E-16,-8.71E-16,5.88E-17
DB00594,-30.37704896,-1.038350309,14.56479361,12.74438176,-1.699047488,0.511581356,1.267235551,8.722451131,-7.751627512,-18.18359484,8.813278784,-7.103350083,7.334141585,-0.344692817,6.378027228,-1.410361995,-5.882118679,-6.714269184,1.679160364,-11.42426714,0.868751758,8.953227643,7.400923099,3.835518218,-6.127023185,-0.671541173,-5.33390803,0.540304652,-0.000335361,2.958768199,4.320513335,3.262393191,-5.899136376,2.776523009,1.685111663,9.630256532,3.139310124,-2.869180053,3.395024097,1.94593733,-6.300432475,-3.531632682,-3.764254824,-13.13958134,-1.24601732,-3.03212089,4.197379013,1.221496252,7.54897554,4.82985623,-1.928727069,1.029957157,-7.485893339,-0.145057647,0.110352943,0.35781161,-4.513309013,0.43579727,3.684801381,5.714630131,-0.676693382,0.295195886,3.405247021,-0.603842063,2.680580381,4.956453834,-0.261619658,-0.045698115,-6.237690791,0.295332926,1.253985054,0.627713525,-3.141549299,-1.542254856,-2.019936209,-0.265037908,1.715821963,-0.354007315,0.439159177,0.623740589,0.390027943,-0.243824282,-0.881858379,-0.089502243,-0.84646985,0.798496408,-0.858056783,-0.360865511,0.146781232,0.414771025,-0.182652589,0.045162615,-0.001591869,-0.134626892,0.043933177,-0.074436608,0.053194882,-0.178892059,0.097038476,-0.73192993,-0.03259391,0.111168098,0.102174853,-0.110076863,0.192532331,-0.229745553,-0.098274688,-0.161170143,0.248024104,-0.111050835,-0.026961779,-0.00153759,-0.000149534,-1.65E-16,-6.60E-16,2.96E-16,1.42E-15,-3.70E-16,-2.66E-15,-2.07E-15,1.88E-15,4.46E-16,2.84E-15,1.35E-15,9.61E-16,4.24E-16,-1.26E-15,-7.51E-16
DB00648,58.95577516,-15.33896177,-19.97787216,20.64424178,26.67590497,2.320946586,26.61922853,-1.979591427,-8.385834242,-16.8673669,4.573949764,-2.102432691,4.167090342,-4.583957881,-0.949394737,3.969619359,6.806100437,-0.68884711,9.893486681,-8.064820785,0.672156031,1.482722284,-2.698775978,-0.504283826,12.03932079,1.826628611,12.86727348,-12.20927909,6.904355298,-2.836662935,-2.164687526,11.45288654,12.17660799,-1.49121335,-7.172614404,5.444404107,16.70830281,0.964158819,-2.935903723,-7.495723221,1.816900971,4.174005414,-6.988853751,-0.347016626,-4.190014179,7.00553473,-12.79047782,2.317636566,2.89381994,4.304915439,0.080626665,2.80569696,-3.865074761,-1.717628164,10.09448029,-3.735155818,-1.87513757,18.02702716,2.796162484,6.765943032,-11.26397055,-11.61229469,22.89819288,1.707744687,12.55526789,-8.265740805,11.48392848,14.60416857,-7.892126626,-1.979521283,0.926341962,5.306153451,-2.013376529,1.54556347,-2.923505222,4.616659272,4.305764933,9.937205197,6.223920203,4.493574821,4.177783653,1.0389689,0.877933359,-2.278002968,-1.421496028,-3.552757508,4.583740143,1.149752539,-6.577898842,-1.605956995,6.481390508,-0.709103802,-3.504648063,0.753711092,-0.206538334,7.000467898,-2.524278557,1.942090993,1.238668886,1.730254487,1.86621875,1.865262317,-0.404795477,2.09437441,-1.596085283,1.02193145,1.604816164,-2.535492755,-0.786903377,-1.924534649,0.927570892,-0.127732602,-0.003077773,2.73E-15,9.71E-16,1.65E-15,3.11E-16,-6.30E-16,5.13E-15,3.38E-15,3.51E-15,1.75E-15,4.38E-16,-2.72E-15,-2.81E-15,-3.93E-16,-6.93E-16,-7.99E-16
DB00457,-26.26116464,1.926772332,22.35352347,21.44333616,13.08424567,1.368609175,14.69785751,8.098160126,7.682419181,-3.671527712,16.4437472,-6.898692505,-6.991465653,-1.254209667,-8.117949918,3.956508474,-25.42755086,-3.793649076,-12.8169673,-5.783817875,-9.841385421,25.17445091,-1.549580876,7.276322673,-7.325753096,5.563332806,9.457896151,-2.732060263,7.716891168,-0.617013889,-11.85379189,4.876453206,-9.849846635,-7.410370793,-3.997065413,-2.567074836,-2.730338117,7.619574597,3.132441907,8.531049224,-21.78318337,-4.277797908,-5.032482332,-2.741069487,11.96165762,11.37379415,-0.542815746,-2.220999406,-2.177666518,-1.346251573,12.50221478,2.257285058,0.042923316,2.526836901,-9.666348529,-2.043774666,-3.24194613,0.1370054,0.157239335,0.22646965,-0.219044854,2.407675985,-0.081784225,-0.287350052,-3.120055578,2.853657916,1.092110891,1.214704242,-0.656562738,-0.436141306,2.431011977,2.636183127,-0.657359028,-1.684580755,0.367817613,-0.571247452,1.687838125,-1.258909704,-1.024996419,1.753780727,-0.801593585,0.400869765,-0.069249771,0.382354022,-1.94685787,0.228347212,-0.915968007,-0.267825364,0.168229231,1.558351163,-0.348514515,0.430406868,0.194278875,-0.680239981,0.693957814,0.202166933,0.710254224,0.219226487,-0.164386262,0.245889087,0.042842386,-0.004978861,-0.459642143,0.154968076,0.419236328,-0.304430007,0.044211173,-0.18999992,-0.056855455,0.041778638,0.023865406,-0.010312083,-0.000114281,-8.02E-16,-5.17E-16,1.11E-15,1.49E-15,-2.14E-15,2.15E-15,-1.08E-16,2.46E-15,1.74E-15,-1.72E-16,2.74E-15,1.58E-15,-1.74E-15,1.63E-15,-5.18E-15
DB00966,30.37774371,14.48732007,-11.48158032,-3.926152255,-1.930011049,-10.57404134,-25.40533276,2.738892492,-8.832784605,-18.60187711,-8.571491344,-6.136125978,-5.509480693,1.087495174,2.266589299,17.66102256,-16.15606131,8.134716279,-21.58826725,-2.77788695,-10.71136349,-1.204192912,0.010568561,9.682704604,6.462777178,-3.022960716,11.36069166,-14.59672658,4.958895383,-7.021347577,5.373332897,-5.02076857,-9.628280475,-5.25160102,-9.885884011,-5.083053365,5.468845433,0.627756098,-4.059087315,4.898370821,16.20784784,3.46779387,-3.411126121,0.911832921,-3.737337165,-8.149661197,-2.308460251,0.391725292,12.66868309,3.799311742,-5.190434821,-3.011295757,-3.388121451,11.76554159,14.53320647,-4.320875609,0.700832691,-5.151108891,13.15620225,0.295258177,-1.989883533,-4.524648122,-1.981436264,-2.862500992,1.032226978,6.485590833,-1.35822486,-1.906377979,0.032595022,1.481083581,-2.060319819,3.572176464,5.606423392,5.518686697,1.507182878,2.431148181,-3.125675036,0.80984724,-0.082648958,1.192317903,0.092050119,0.276939687,1.651773037,-0.426082676,1.209189428,-0.081356838,-0.042225216,0.4188681,-0.236588757,0.657341164,-0.462166293,-0.450750026,-0.422635971,1.384875201,0.258936823,0.646624655,-0.05962999,-0.111049078,-0.81142628,0.367084143,0.575431688,-0.03173472,0.336533293,0.023336975,-0.077172585,-0.314857173,0.081000885,0.291960115,0.055691217,0.427949357,0.134229825,-0.046750315,-0.000565566,-2.14E-15,3.78E-15,1.04E-15,5.86E-16,-2.63E-15,1.27E-15,1.75E-15,4.66E-16,5.87E-15,2.18E-15,1.83E-15,-2.07E-16,4.26E-15,-2.55E-15,-2.85E-15
DB01208,-20.10057082,12.67674121,18.05975212,5.901245625,-10.3787932,-11.1337811,5.454844547,4.879799257,-13.96837483,-9.081831251,13.89044757,-9.377146766,-0.034705283,4.740719555,-6.052859032,-2.198405647,6.975076884,-1.03939905,0.430180327,-5.479675791,13.44019019,-3.801092366,-3.095037512,-7.040239414,-2.806398566,-3.55964454,3.116188759,-0.296107474,9.600983242,9.352238842,-7.493308195,-0.741310509,-5.786557259,-0.675568399,-10.938257,-0.761958008,-3.626427676,6.218768705,-5.253283632,2.60199708,-2.692566864,1.218160026,-0.462669004,-7.377323572,-2.087647086,6.662658752,-1.304122724,-2.31246211,0.487453173,4.98499914,8.504445548,5.080418793,9.263608739,-2.503343436,1.633037847,5.62901134,-0.698794222,7.684662819,3.602477318,3.755061594,6.929423872,8.411619436,-4.791532469,2.676627346,5.533154692,6.260506222,0.801176491,0.712174472,-1.831517552,-1.620642129,-1.451458433,3.016245943,-0.484603985,-1.297051231,1.374376627,-0.81862385,0.615075666,0.126950937,-0.425427002,1.268736977,-0.192096731,-0.105157162,-0.38779859,0.083058921,0.256895023,0.56497159,-0.227133047,0.656705109,0.126302633,1.078525992,-1.028849721,-0.461421861,0.225181027,-0.006011905,0.886127324,0.099406314,0.37104018,0.031341935,0.01140185,-0.297242083,-0.278995518,0.092444688,-0.452283733,0.096630212,0.162133631,-0.116107827,-0.172578155,-0.053951424,0.211050028,-0.022519924,-0.021597903,-0.095871622,0.000682023,-2.51E-15,-3.21E-15,8.51E-17,1.23E-15,2.35E-16,-8.15E-16,3.11E-16,1.21E-15,2.17E-15,8.85E-16,4.20E-17,2.14E-15,2.91E-15,1.57E-15,-2.24E-15
DB01044,-2.201512624,15.7725904,5.390621614,-19.31864354,-9.48096917,-22.17774625,-11.39638972,-9.986502596,1.718609006,-1.284056368,-9.126145728,-13.67798579,12.77627803,10.08646276,3.300144789,-13.65854201,-5.032998189,4.182749041,0.931572971,6.74757785,9.81329755,-1.431160492,-11.11350922,11.39628297,0.982553914,8.342079973,-10.58702252,1.45819118,0.482770676,12.92333818,-2.829273719,4.648847586,3.23427859,0.82356345,5.856332817,6.342124952,5.93849674,-0.055676035,-3.901254251,4.18621146,-4.514445181,-11.28894746,4.651144685,7.051339391,1.894539902,-5.348005721,8.435913913,-8.143255072,4.976999241,-4.778624474,8.575477669,-3.515927494,2.130093678,4.694248485,2.929237037,-1.166330456,1.713980957,-10.85185723,-1.618877387,2.65319631,2.273327196,2.280985377,4.60419132,1.081108801,2.802851895,2.148539918,0.579346702,3.296352934,-2.175588847,-1.26913476,-1.774605372,0.381949907,-0.747305403,1.144299165,-0.007991834,0.600469254,1.016963523,0.544098132,0.365808898,0.783476475,-0.24206009,0.737516475,-1.539165718,-1.537691293,-1.052002499,0.172511792,1.041627862,-0.311306026,-0.261203615,1.037467884,-0.314081128,0.05492482,-0.055556436,-0.204538147,0.818706935,0.246400471,0.601661577,-0.225858384,0.741604353,0.722580862,-0.027798629,0.13939943,-0.115037435,-0.143721093,-0.099573386,-0.114807814,0.261929348,0.137237331,-0.048779198,0.09334355,0.059248673,-0.053471506,0.000168099,1.54E-17,1.33E-15,1.67E-15,5.88E-16,2.53E-16,5.87E-16,2.16E-15,3.27E-15,5.10E-16,-2.28E-15,1.79E-15,-1.43E-15,-5.06E-16,-1.34E-15,1.51E-15
DB00462,36.65943298,29.8099173,-10.81880928,-9.551133973,0.989554078,-3.470813789,-10.96220269,13.91135282,14.0965913,11.64239446,10.62543487,5.624332236,25.59535613,9.244901228,13.26193839,15.15020052,-5.739839616,9.48926374,6.331105122,-1.612438869,9.301118735,1.716596552,-13.71596467,-25.90655369,-6.556883693,-18.22793997,6.662457891,0.894156241,1.286169888,-8.358980651,19.27591365,-0.160153975,-5.12455562,-4.615371873,-5.587679042,-5.088559795,-17.24477474,4.657501997,-8.75634133,-6.606826414,-3.06447576,-2.464311524,0.213044574,1.993279498,-10.31292269,-2.503739435,0.756499305,-9.685666285,0.780330499,5.713376366,-3.739881618,1.936916836,-3.676345222,-1.0291967,-2.586089983,6.396600857,3.889360099,-3.116349415,-2.219277307,8.215483514,1.513586156,9.398142411,-2.210717709,3.916559975,8.034932792,-8.659145398,-1.309951612,3.499702273,0.098964361,-1.838390824,1.075215878,-3.799026135,-1.819356649,-2.405353367,1.655980677,0.466276,-0.762156742,0.285351015,-0.877028978,1.823908367,0.757748882,2.191159567,-0.884740809,-0.548237997,-0.816428671,0.645735343,-0.009481847,0.601483678,-0.564269999,0.297883826,-1.171619632,-0.103425534,1.224132702,-0.260224091,0.247732051,-0.810777011,0.147164277,0.129154075,0.067982881,-0.795786118,-0.16716141,-0.354935593,-0.571112985,-0.067266611,0.716695828,-0.289970185,-0.144786052,-0.106636763,0.099632707,-0.055950483,0.013839457,-0.081186846,0.00051282,-2.97E-15,-7.02E-16,8.24E-17,9.77E-16,1.59E-15,1.21E-15,1.22E-15,2.58E-15,1.17E-16,-1.47E-15,6.30E-16,-6.42E-16,1.61E-16,1.23E-15,3.17E-16
DB01254,-30.35789874,0.766667868,14.49332785,14.44866613,0.733317573,-6.149337162,-4.410906741,1.731840693,1.6635454,-0.33121558,8.602259694,6.405415476,9.152984842,-9.921798621,4.550801888,0.484565765,-10.85694522,2.839093365,2.176440439,-3.886698981,4.951259898,-11.2295572,-0.325044509,-2.389613558,-5.81264505,-1.188519172,4.393265983,2.75058033,-1.306465862,-0.12830121,2.648992078,1.710586141,-0.76251467,-4.539267394,-7.231010496,0.809272326,1.552117518,6.034619183,14.09200885,-5.800600089,-8.867098843,-5.123953805,-11.20734772,-2.122753403,16.38094545,-1.253031127,1.262463678,2.863891095,8.407820691,-0.415077445,9.426860251,7.792598836,-4.023212729,-0.53782988,-2.410339131,3.053513194,-1.134990768,5.383476991,3.088592044,2.297673179,-1.126159538,4.734114382,-0.171936458,1.612527677,-0.322742761,2.790052072,-1.733842782,0.100279724,-4.588460966,0.648091216,1.050447908,0.994940913,0.061780286,-0.506394527,0.985441484,-0.422239477,0.282481241,0.092218814,-1.19038734,1.187221625,-1.157107245,0.743920864,-0.554008081,-0.203053343,-0.680529496,0.522110984,-0.753733019,-0.447239255,-0.233227349,0.960171469,0.03217457,-0.688127299,0.607731436,-0.877097735,0.475869111,-0.282396978,0.217367943,-0.020151299,0.011450039,-0.20622337,-0.016186653,-0.123641538,-0.270669487,-0.179899816,0.277727411,-0.24292422,0.054467452,-0.046302556,-0.020080558,-0.004191296,0.048877127,-0.010128977,0.000802717,7.80E-16,-1.69E-15,1.42E-16,3.75E-15,-1.23E-15,6.56E-18,1.12E-15,1.95E-15,1.86E-15,-9.56E-16,1.82E-15,2.79E-15,9.16E-16,1.66E-15,-5.20E-16
DB01023,-13.67420003,10.25644979,11.66375063,4.535567828,10.60886126,-18.51088521,16.40415333,-29.3264706,-12.48128691,0.434601525,13.56564648,9.297306863,-9.300537425,-4.29424084,10.86768597,4.761877054,-18.32074506,2.856389161,-16.28943585,-6.700996598,-0.758742156,-10.69197723,-3.176771421,-7.352353233,6.943051882,-2.745584316,2.086666726,-9.783703521,9.071666612,7.141008004,-8.279837819,-6.172793807,-0.144929045,-3.249911998,6.742114219,-1.762621589,-3.366721489,-2.007520917,0.669434945,3.307059029,8.570927173,-3.483177822,8.157064733,7.027274625,8.301224464,3.481121626,2.094033455,1.478638497,-1.088964688,-1.37354603,1.874472061,6.274396784,-0.460198758,6.387539061,-1.558803289,4.562109057,-0.87603735,5.15925074,2.057574011,-2.051368655,-1.481703394,-3.085751741,1.005144172,-1.913072568,-0.210294694,1.122658285,-1.401612217,-3.479378836,-4.741950971,2.923916464,2.832925558,0.139797353,0.4188211,-1.474157128,-1.29933989,0.956978851,1.021865498,-0.597959143,-3.618165416,0.115133618,-0.138730729,-0.697492436,-0.32023301,-0.827323614,-0.451652808,0.118578606,0.382521226,-0.569966908,-0.310219993,0.87189838,0.441155936,-0.126534007,0.147268816,-0.617283132,0.303784625,0.134550567,0.5001024,0.019640206,0.082452974,0.765052339,-0.481082718,0.23722599,-0.103049263,0.365300365,-0.114650187,0.041004099,0.017463687,0.073205012,-0.005170216,-0.010752482,0.024447002,0.072835527,-0.000308578,4.14E-16,7.50E-17,-4.98E-16,1.74E-16,-6.63E-16,1.59E-15,1.01E-15,-2.19E-17,2.52E-15,-3.29E-16,-8.85E-16,-1.09E-16,1.75E-15,1.08E-15,1.07E-15
DB00561,-2.077131744,20.36432464,14.41715669,-11.69599515,-27.76757266,2.58764302,14.18103094,8.652450887,20.22226686,3.747991766,-15.46316546,27.96674124,-7.66297836,-16.1710073,12.32618705,-13.98387093,-9.968371744,5.131561878,-4.504491898,-2.139207993,-0.524608449,11.11281174,-15.14580363,-4.106132986,0.453620028,12.81985893,15.42571813,-2.274445479,14.25321884,8.147182267,-5.335254353,-4.914716115,4.487090173,-1.479063611,0.731840344,-11.36743103,6.244762072,-5.169342648,-11.58302556,3.600866521,5.581087487,6.400371806,4.115718089,-0.957888821,-9.033761008,-9.927120552,15.8565885,0.782618199,0.282131318,-7.913258838,6.898615557,-4.945103695,-1.466048612,1.509514813,-3.069923602,-0.520356738,0.674034532,-8.139906614,-5.653842983,3.182036247,-0.780180872,4.403870021,1.446242686,1.851166615,-4.571313355,-2.224757156,-1.704332553,2.241250577,-4.204983437,-1.658188888,1.93323411,1.252441238,-2.933179324,-0.753486372,3.258609188,1.277126451,-2.235874407,-1.524501078,-0.35777514,0.850503437,-0.629388101,0.718868478,0.544673077,-0.012154223,-0.202623431,0.525678154,0.095719651,0.213502161,-1.009960506,0.082575908,0.839456048,-0.599172199,0.499609853,0.294069077,0.190412892,0.067101218,-0.098762814,-0.067430267,-0.089660871,-0.009871626,-0.030565409,-0.571852186,-0.888052822,-0.25011857,0.46382367,-0.00222005,0.074011498,-0.218908345,-0.30893707,0.12134476,-0.04330833,0.004035325,-0.001132297,-2.74E-15,-1.82E-15,2.04E-15,-1.51E-15,-6.64E-16,-1.02E-15,2.01E-15,2.28E-16,1.14E-15,1.32E-15,9.62E-16,-2.27E-16,-1.17E-15,2.27E-16,3.53E-15
DB00468,10.19461683,18.56536727,-2.863272025,-12.92981578,-8.19994003,22.91568715,16.45807758,-23.67405528,-3.949870212,-8.233415477,3.51023404,0.090767679,2.469429658,1.422939629,16.23365988,-7.202686128,-0.78723733,-0.75224966,2.006949671,12.31081596,-14.0732663,7.435921685,4.965961207,18.28249156,-12.24807523,4.418617005,21.42077614,-10.75066974,11.53114023,-3.694815097,-9.242943098,2.574377908,-10.14116816,0.36259831,7.625614632,5.224930573,3.78286147,-6.292874119,1.081509232,2.746976465,-2.092013214,-5.747339094,5.861104337,-7.696501242,-3.581161251,-17.20229068,0.08364061,0.417712803,2.49284647,-5.629970087,-2.294519897,-4.480398465,2.396751036,-10.49326016,0.101121144,0.573710432,-4.87331314,4.085844979,-5.202198011,-12.96879581,-3.41259885,4.394941254,-3.918119418,3.117869581,-1.733813799,-1.11943709,0.125792696,3.290097541,3.670615076,-2.943647506,-3.189230284,-0.202088292,-1.112312269,0.100124483,3.658142993,0.490964357,-0.285061569,0.636632187,-0.013593043,-1.113595299,0.163940974,-2.303817417,-0.945386474,0.228931479,0.788448649,-0.558475628,2.044356437,-1.427254686,-0.448639415,0.494421768,0.885281833,0.830121622,0.622313618,1.045086562,-0.042265836,0.040990805,-0.351769742,0.149166257,0.221896982,1.101171219,-0.240828995,-0.196832872,-0.64757582,-0.181080086,-0.104900227,0.080056158,0.129197656,-0.181456475,-0.334851685,0.088171207,0.001444584,0.015634647,-0.000994449,-2.68E-15,3.54E-15,1.23E-15,4.79E-17,5.00E-16,-4.21E-16,-7.39E-17,9.89E-16,1.06E-15,-1.77E-15,1.17E-15,-4.58E-16,-3.00E-16,-1.22E-16,-1.42E-15
DB01340,29.85168865,23.67235893,-6.00368655,-20.64251517,21.90002296,1.921918926,-2.043035723,-6.308750884,2.029284445,-19.90795978,-8.983097042,0.704753515,-1.495042384,-9.841515933,4.195006593,23.78282591,-22.39308938,-5.159746575,14.38864203,-0.258551984,-23.14951693,8.266698248,-3.720355471,-17.86045484,3.82246553,12.39943426,-15.09900297,21.05937357,-12.42805708,3.031307332,-9.511853242,1.630615617,2.604729454,-8.603147499,-8.288209269,-6.200277554,-7.881724883,3.635911302,15.13948312,-0.438993967,-3.532953724,-1.421254901,2.780438499,1.545741223,-0.729506433,1.427407857,-3.073026219,-3.235008969,4.416610014,13.7031923,-15.68621558,8.598019142,1.861839464,-10.61352478,-5.700602796,-4.969206951,-6.094141616,0.656322992,-9.215621412,-5.530622183,-0.928433518,8.498266675,-5.099662899,-3.736371014,2.751613216,-8.839963391,16.412949,8.872757562,-0.120376523,-5.205470852,-6.8699066,0.723344092,-3.412563804,-4.741173493,-0.616118437,0.310466378,-2.766677918,-3.764208949,-1.893734121,0.029347281,-0.218987406,-2.453402345,-3.114674176,-0.379974374,-5.388208035,2.104164938,1.363558898,0.200337723,0.296939885,-0.22112608,-0.366857684,0.550704971,0.534811941,-0.985572657,0.0443311,-0.381223494,0.488404719,0.046510093,0.816833346,-1.507419291,0.515482281,0.752494652,0.943139829,0.169838177,-0.561557722,0.693124851,-0.054637881,-0.333000989,0.383356329,-0.340792115,-0.03224697,0.082126953,-0.001339622,-1.16E-15,1.17E-15,2.84E-15,-9.03E-17,-6.86E-16,3.66E-17,3.41E-15,6.90E-16,4.45E-15,2.66E-16,-1.48E-15,-6.09E-16,2.04E-16,-1.11E-15,1.23E-15
